Activity,Period Start,Month,Year,Period Length,Target Response Days,Average Days to Complete Activity,Total Completed Requests,Period
Street Lights - All/Out,3/30/2015,,,Week,4,4.17,239,03/30/2015 - 04/05/2015
Street Lights - All/Out,3/23/2015,,,Week,4,3.61,211,03/23/2015 - 03/29/2015
Street Lights - All/Out,3/16/2015,,,Week,4,3.65,268,03/16/2015 - 03/22/2015
Street Lights - All/Out,3/9/2015,,,Week,4,2.96,186,03/09/2015 - 03/15/2015
Street Lights - All/Out,3/2/2015,,,Week,4,4.63,155,03/02/2015 - 03/08/2015
Street Lights - All/Out,2/23/2015,,,Week,4,12.14,215,02/23/2015 - 03/01/2015
Street Lights - All/Out,2/16/2015,,,Week,4,5.1,229,02/16/2015 - 02/22/2015
Street Lights - All/Out,2/9/2015,,,Week,4,5.51,223,02/09/2015 - 02/15/2015
Street Lights - All/Out,2/2/2015,,,Week,4,5.12,180,02/02/2015 - 02/08/2015
Street Lights - All/Out,1/26/2015,,,Week,4,6.58,228,01/26/2015 - 02/01/2015
Street Lights - All/Out,1/19/2015,,,Week,4,4,180,01/19/2015 - 01/25/2015
Street Lights - All/Out,1/12/2015,,,Week,4,5.49,255,01/12/2015 - 01/18/2015
Street Lights - All/Out,1/5/2015,,,Week,4,6.07,220,01/05/2015 - 01/11/2015
Street Lights - All/Out,12/29/2014,,,Week,4,4.96,121,12/29/2014 - 01/04/2015
Street Lights - All/Out,12/22/2014,,,Week,4,4.66,133,12/22/2014 - 12/28/2014
Street Lights - All/Out,12/15/2014,,,Week,4,5.29,201,12/15/2014 - 12/21/2014
Street Lights - All/Out,12/8/2014,,,Week,4,5.44,210,12/08/2014 - 12/14/2014
Street Lights - All/Out,12/1/2014,,,Week,4,5.17,282,12/01/2014 - 12/07/2014
Street Lights - All/Out,11/24/2014,,,Week,4,5.8,166,11/24/2014 - 11/30/2014
Street Lights - All/Out,11/17/2014,,,Week,4,5.36,247,11/17/2014 - 11/23/2014
Street Lights - All/Out,11/10/2014,,,Week,4,6.09,263,11/10/2014 - 11/16/2014
Street Lights - All/Out,11/3/2014,,,Week,4,4.53,344,11/03/2014 - 11/09/2014
Street Lights - All/Out,10/27/2014,,,Week,4,5.12,260,10/27/2014 - 11/02/2014
Street Lights - All/Out,10/20/2014,,,Week,4,4.73,364,10/20/2014 - 10/26/2014
Street Lights - All/Out,10/13/2014,,,Week,4,4.22,235,10/13/2014 - 10/19/2014
Street Lights - All/Out,10/6/2014,,,Week,4,4.17,368,10/06/2014 - 10/12/2014
Street Lights - All/Out,9/29/2014,,,Week,4,4.4,286,09/29/2014 - 10/05/2014
Street Lights - All/Out,9/22/2014,,,Week,4,5.3,362,09/22/2014 - 09/28/2014
Street Lights - All/Out,9/15/2014,,,Week,4,6.05,370,09/15/2014 - 09/21/2014
Street Lights - All/Out,9/8/2014,,,Week,4,6.55,575,09/08/2014 - 09/14/2014
Street Lights - All/Out,9/1/2014,,,Week,4,5.56,295,09/01/2014 - 09/07/2014
Street Lights - All/Out,8/25/2014,,,Week,4,5.39,325,08/25/2014 - 08/31/2014
Street Lights - All/Out,8/18/2014,,,Week,4,7.44,281,08/18/2014 - 08/24/2014
Street Lights - All/Out,8/11/2014,,,Week,4,7.05,313,08/11/2014 - 08/17/2014
Street Lights - All/Out,8/4/2014,,,Week,4,5.9,294,08/04/2014 - 08/10/2014
Street Lights - All/Out,7/28/2014,,,Week,4,6.42,388,07/28/2014 - 08/03/2014
Street Lights - All/Out,7/21/2014,,,Week,4,6.4,345,07/21/2014 - 07/27/2014
Street Lights - All/Out,7/14/2014,,,Week,4,4.66,269,07/14/2014 - 07/20/2014
Street Lights - All/Out,7/7/2014,,,Week,4,4.98,498,07/07/2014 - 07/13/2014
Street Lights - All/Out,6/30/2014,,,Week,4,6.32,199,06/30/2014 - 07/06/2014
Street Lights - All/Out,6/23/2014,,,Week,4,3.77,261,06/23/2014 - 06/29/2014
Street Lights - All/Out,6/16/2014,,,Week,4,4.18,296,06/16/2014 - 06/22/2014
Street Lights - All/Out,6/9/2014,,,Week,4,3.81,221,06/09/2014 - 06/15/2014
Street Lights - All/Out,6/2/2014,,,Week,4,4.32,255,06/02/2014 - 06/08/2014
Street Lights - All/Out,5/26/2014,,,Week,4,4.39,184,05/26/2014 - 06/01/2014
Street Lights - All/Out,5/19/2014,,,Week,4,3.28,238,05/19/2014 - 05/25/2014
Street Lights - All/Out,5/12/2014,,,Week,4,5.27,244,05/12/2014 - 05/18/2014
Street Lights - All/Out,5/5/2014,,,Week,4,5.97,130,05/05/2014 - 05/11/2014
Street Lights - All/Out,4/28/2014,,,Week,4,3.72,184,04/28/2014 - 05/04/2014
Street Lights - All/Out,4/21/2014,,,Week,4,4.25,179,04/21/2014 - 04/27/2014
Street Lights - All/Out,4/14/2014,,,Week,4,3.98,224,04/14/2014 - 04/20/2014
Street Lights - All/Out,4/7/2014,,,Week,4,3.68,379,04/07/2014 - 04/13/2014
Street Lights - All/Out,3/31/2014,,,Week,4,2.72,460,03/31/2014 - 04/06/2014
Street Lights - All/Out,3/24/2014,,,Week,4,4.83,625,03/24/2014 - 03/30/2014
Street Lights - All/Out,3/17/2014,,,Week,4,3.85,569,03/17/2014 - 03/23/2014
Street Lights - All/Out,3/10/2014,,,Week,4,3.98,404,03/10/2014 - 03/16/2014
Street Lights - All/Out,3/3/2014,,,Week,4,4.62,363,03/03/2014 - 03/09/2014
Street Lights - All/Out,2/24/2014,,,Week,4,3.23,580,02/24/2014 - 03/02/2014
Street Lights - All/Out,2/17/2014,,,Week,4,2.83,274,02/17/2014 - 02/23/2014
Street Lights - All/Out,2/10/2014,,,Week,4,3.12,304,02/10/2014 - 02/16/2014
Street Lights - All/Out,2/3/2014,,,Week,4,2.96,349,02/03/2014 - 02/09/2014
Street Lights - All/Out,1/27/2014,,,Week,4,2.96,323,01/27/2014 - 02/02/2014
Street Lights - All/Out,1/20/2014,,,Week,4,3.61,438,01/20/2014 - 01/26/2014
Street Lights - All/Out,1/13/2014,,,Week,4,2.58,591,01/13/2014 - 01/19/2014
Street Lights - All/Out,1/6/2014,,,Week,4,3.06,370,01/06/2014 - 01/12/2014
Street Lights - All/Out,12/30/2013,,,Week,4,3.86,334,12/30/2013 - 01/05/2014
Street Lights - All/Out,12/23/2013,,,Week,4,3.26,359,12/23/2013 - 12/29/2013
Street Lights - All/Out,12/16/2013,,,Week,4,3.05,309,12/16/2013 - 12/22/2013
Street Lights - All/Out,12/9/2013,,,Week,4,2.75,359,12/09/2013 - 12/15/2013
Street Lights - All/Out,12/2/2013,,,Week,4,2.67,381,12/02/2013 - 12/08/2013
Street Lights - All/Out,11/25/2013,,,Week,4,3.03,370,11/25/2013 - 12/01/2013
Street Lights - All/Out,11/18/2013,,,Week,4,2.9,676,11/18/2013 - 11/24/2013
Street Lights - All/Out,11/11/2013,,,Week,4,3.09,471,11/11/2013 - 11/17/2013
Street Lights - All/Out,11/4/2013,,,Week,4,2.66,500,11/04/2013 - 11/10/2013
Street Lights - All/Out,10/28/2013,,,Week,4,3.2,517,10/28/2013 - 11/03/2013
Street Lights - All/Out,10/21/2013,,,Week,4,3.78,418,10/21/2013 - 10/27/2013
Street Lights - All/Out,10/14/2013,,,Week,4,3.19,457,10/14/2013 - 10/20/2013
Street Lights - All/Out,10/7/2013,,,Week,4,3.23,594,10/07/2013 - 10/13/2013
Street Lights - All/Out,9/30/2013,,,Week,4,2.62,536,09/30/2013 - 10/06/2013
Street Lights - All/Out,9/23/2013,,,Week,4,4.09,866,09/23/2013 - 09/29/2013
Street Lights - All/Out,9/16/2013,,,Week,4,3.23,462,09/16/2013 - 09/22/2013
Street Lights - All/Out,9/9/2013,,,Week,4,3.06,621,09/09/2013 - 09/15/2013
Street Lights - All/Out,9/2/2013,,,Week,4,3.25,748,09/02/2013 - 09/08/2013
Street Lights - All/Out,8/26/2013,,,Week,4,2.85,428,08/26/2013 - 09/01/2013
Street Lights - All/Out,8/19/2013,,,Week,4,2.6,413,08/19/2013 - 08/25/2013
Street Lights - All/Out,8/12/2013,,,Week,4,3.88,496,08/12/2013 - 08/18/2013
Street Lights - All/Out,8/5/2013,,,Week,4,2.95,468,08/05/2013 - 08/11/2013
Street Lights - All/Out,7/29/2013,,,Week,4,3.24,477,07/29/2013 - 08/04/2013
Street Lights - All/Out,7/22/2013,,,Week,4,2.96,614,07/22/2013 - 07/28/2013
Street Lights - All/Out,7/15/2013,,,Week,4,2.75,545,07/15/2013 - 07/21/2013
Street Lights - All/Out,7/8/2013,,,Week,4,3.04,559,07/08/2013 - 07/14/2013
Street Lights - All/Out,7/1/2013,,,Week,4,3.28,685,07/01/2013 - 07/07/2013
Street Lights - All/Out,6/24/2013,,,Week,4,2.35,582,06/24/2013 - 06/30/2013
Street Lights - All/Out,6/17/2013,,,Week,4,2.86,407,06/17/2013 - 06/23/2013
Street Lights - All/Out,6/10/2013,,,Week,4,2.29,348,06/10/2013 - 06/16/2013
Street Lights - All/Out,6/3/2013,,,Week,4,3.64,747,06/03/2013 - 06/09/2013
Street Lights - All/Out,5/27/2013,,,Week,4,3.17,473,05/27/2013 - 06/02/2013
Street Lights - All/Out,5/20/2013,,,Week,4,2.24,321,05/20/2013 - 05/26/2013
Street Lights - All/Out,5/13/2013,,,Week,4,3.9,326,05/13/2013 - 05/19/2013
Street Lights - All/Out,5/6/2013,,,Week,4,2.33,350,05/06/2013 - 05/12/2013
Street Lights - All/Out,4/29/2013,,,Week,4,2.78,369,04/29/2013 - 05/05/2013
Street Lights - All/Out,4/22/2013,,,Week,4,2.96,485,04/22/2013 - 04/28/2013
Street Lights - All/Out,4/15/2013,,,Week,4,3.2,315,04/15/2013 - 04/21/2013
Street Lights - All/Out,4/8/2013,,,Week,4,2.09,329,04/08/2013 - 04/14/2013
Street Lights - All/Out,4/1/2013,,,Week,4,1.96,245,04/01/2013 - 04/07/2013
Street Lights - All/Out,3/25/2013,,,Week,4,2.68,266,03/25/2013 - 03/31/2013
Street Lights - All/Out,3/18/2013,,,Week,4,3.18,413,03/18/2013 - 03/24/2013
Street Lights - All/Out,3/11/2013,,,Week,4,3.06,455,03/11/2013 - 03/17/2013
Street Lights - All/Out,3/4/2013,,,Week,4,2.78,280,03/04/2013 - 03/10/2013
Street Lights - All/Out,2/25/2013,,,Week,4,2.35,338,02/25/2013 - 03/03/2013
Street Lights - All/Out,2/18/2013,,,Week,4,2.81,330,02/18/2013 - 02/24/2013
Street Lights - All/Out,2/11/2013,,,Week,4,2.63,427,02/11/2013 - 02/17/2013
Street Lights - All/Out,2/4/2013,,,Week,4,2.89,343,02/04/2013 - 02/10/2013
Street Lights - All/Out,1/28/2013,,,Week,4,1.87,387,01/28/2013 - 02/03/2013
Street Lights - All/Out,1/21/2013,,,Week,4,2.21,308,01/21/2013 - 01/27/2013
Street Lights - All/Out,1/14/2013,,,Week,4,2.32,422,01/14/2013 - 01/20/2013
Street Lights - All/Out,1/7/2013,,,Week,4,2.23,350,01/07/2013 - 01/13/2013
Street Lights - All/Out,12/31/2012,,,Week,4,3.42,315,12/31/2012 - 01/06/2013
Street Lights - All/Out,12/24/2012,,,Week,4,4.17,308,12/24/2012 - 12/30/2012
Street Lights - All/Out,12/17/2012,,,Week,4,3.66,320,12/17/2012 - 12/23/2012
Street Lights - All/Out,12/10/2012,,,Week,4,2.67,347,12/10/2012 - 12/16/2012
Street Lights - All/Out,12/3/2012,,,Week,4,3,353,12/03/2012 - 12/09/2012
Street Lights - All/Out,11/26/2012,,,Week,4,3.42,316,11/26/2012 - 12/02/2012
Street Lights - All/Out,11/19/2012,,,Week,4,3.07,349,11/19/2012 - 11/25/2012
Street Lights - All/Out,11/12/2012,,,Week,4,2.86,497,11/12/2012 - 11/18/2012
Street Lights - All/Out,11/5/2012,,,Week,4,2.83,339,11/05/2012 - 11/11/2012
Street Lights - All/Out,10/29/2012,,,Week,4,3.28,416,10/29/2012 - 11/04/2012
Street Lights - All/Out,10/22/2012,,,Week,4,3.01,559,10/22/2012 - 10/28/2012
Street Lights - All/Out,10/15/2012,,,Week,4,2.68,522,10/15/2012 - 10/21/2012
Street Lights - All/Out,10/8/2012,,,Week,4,3.06,428,10/08/2012 - 10/14/2012
Street Lights - All/Out,10/1/2012,,,Week,4,2.71,402,10/01/2012 - 10/07/2012
Street Lights - All/Out,9/24/2012,,,Week,4,3.13,607,09/24/2012 - 09/30/2012
Street Lights - All/Out,9/17/2012,,,Week,4,3.2,555,09/17/2012 - 09/23/2012
Street Lights - All/Out,9/10/2012,,,Week,4,3.63,570,09/10/2012 - 09/16/2012
Street Lights - All/Out,9/3/2012,,,Week,4,3.5,501,09/03/2012 - 09/09/2012
Street Lights - All/Out,8/27/2012,,,Week,4,3.13,583,08/27/2012 - 09/02/2012
Street Lights - All/Out,8/20/2012,,,Week,4,3.34,469,08/20/2012 - 08/26/2012
Street Lights - All/Out,8/13/2012,,,Week,4,5.3,849,08/13/2012 - 08/19/2012
Street Lights - All/Out,8/6/2012,,,Week,4,3.94,687,08/06/2012 - 08/12/2012
Street Lights - All/Out,7/30/2012,,,Week,4,3.91,689,07/30/2012 - 08/05/2012
Street Lights - All/Out,7/23/2012,,,Week,4,3.19,762,07/23/2012 - 07/29/2012
Street Lights - All/Out,7/16/2012,,,Week,4,3.39,581,07/16/2012 - 07/22/2012
Street Lights - All/Out,7/9/2012,,,Week,4,4.13,644,07/09/2012 - 07/15/2012
Street Lights - All/Out,7/2/2012,,,Week,4,3.46,349,07/02/2012 - 07/08/2012
Street Lights - All/Out,6/25/2012,,,Week,4,3.6,486,06/25/2012 - 07/01/2012
Street Lights - All/Out,6/18/2012,,,Week,4,2.99,517,06/18/2012 - 06/24/2012
Street Lights - All/Out,6/11/2012,,,Week,4,2.9,335,06/11/2012 - 06/17/2012
Street Lights - All/Out,6/4/2012,,,Week,4,3.01,419,06/04/2012 - 06/10/2012
Street Lights - All/Out,5/28/2012,,,Week,4,3.36,409,05/28/2012 - 06/03/2012
Street Lights - All/Out,5/21/2012,,,Week,4,2.87,375,05/21/2012 - 05/27/2012
Street Lights - All/Out,5/14/2012,,,Week,4,3.25,345,05/14/2012 - 05/20/2012
Street Lights - All/Out,5/7/2012,,,Week,4,2.77,390,05/07/2012 - 05/13/2012
Street Lights - All/Out,4/30/2012,,,Week,4,2.25,301,04/30/2012 - 05/06/2012
Street Lights - All/Out,4/23/2012,,,Week,4,3.38,406,04/23/2012 - 04/29/2012
Street Lights - All/Out,4/16/2012,,,Week,4,2.75,432,04/16/2012 - 04/22/2012
Street Lights - All/Out,4/9/2012,,,Week,4,2.94,279,04/09/2012 - 04/15/2012
Street Lights - All/Out,4/2/2012,,,Week,4,3.47,341,04/02/2012 - 04/08/2012
Street Lights - All/Out,3/26/2012,,,Week,4,3.09,390,03/26/2012 - 04/01/2012
Street Lights - All/Out,3/19/2012,,,Week,4,3.02,482,03/19/2012 - 03/25/2012
Street Lights - All/Out,3/12/2012,,,Week,4,3.84,515,03/12/2012 - 03/18/2012
Street Lights - All/Out,3/5/2012,,,Week,4,3.15,343,03/05/2012 - 03/11/2012
Street Lights - All/Out,2/27/2012,,,Week,4,3.98,371,02/27/2012 - 03/04/2012
Street Lights - All/Out,2/20/2012,,,Week,4,3.85,416,02/20/2012 - 02/26/2012
Street Lights - All/Out,2/13/2012,,,Week,4,4.44,295,02/13/2012 - 02/19/2012
Street Lights - All/Out,2/6/2012,,,Week,4,4.06,338,02/06/2012 - 02/12/2012
Street Lights - All/Out,1/30/2012,,,Week,4,3.66,333,01/30/2012 - 02/05/2012
Street Lights - All/Out,1/23/2012,,,Week,4,4.09,387,01/23/2012 - 01/29/2012
Street Lights - All/Out,1/16/2012,,,Week,4,3.08,281,01/16/2012 - 01/22/2012
Street Lights - All/Out,1/9/2012,,,Week,4,3.36,426,01/09/2012 - 01/15/2012
Street Lights - All/Out,1/2/2012,,,Week,4,4.55,406,01/02/2012 - 01/08/2012
Street Lights - All/Out,12/26/2011,,,Week,4,5.74,264,12/26/2011 - 01/01/2012
Street Lights - All/Out,12/19/2011,,,Week,4,4.52,414,12/19/2011 - 12/25/2011
Street Lights - All/Out,12/12/2011,,,Week,4,6.06,419,12/12/2011 - 12/18/2011
Street Lights - All/Out,12/5/2011,,,Week,4,4.42,462,12/05/2011 - 12/11/2011
Street Lights - All/Out,11/28/2011,,,Week,4,5.15,528,11/28/2011 - 12/04/2011
Street Lights - All/Out,11/21/2011,,,Week,4,4.38,422,11/21/2011 - 11/27/2011
Street Lights - All/Out,11/14/2011,,,Week,4,4.86,492,11/14/2011 - 11/20/2011
Street Lights - All/Out,11/7/2011,,,Week,4,4.03,475,11/07/2011 - 11/13/2011
Street Lights - All/Out,10/31/2011,,,Week,4,5.26,665,10/31/2011 - 11/06/2011
Street Lights - All/Out,10/24/2011,,,Week,4,4.78,684,10/24/2011 - 10/30/2011
Street Lights - All/Out,10/17/2011,,,Week,4,5.01,604,10/17/2011 - 10/23/2011
Street Lights - All/Out,10/10/2011,,,Week,4,4.11,476,10/10/2011 - 10/16/2011
Street Lights - All/Out,10/3/2011,,,Week,4,4.14,784,10/03/2011 - 10/09/2011
Street Lights - All/Out,9/26/2011,,,Week,4,4.22,672,09/26/2011 - 10/02/2011
Street Lights - All/Out,9/19/2011,,,Week,4,6,542,09/19/2011 - 09/25/2011
Street Lights - All/Out,9/12/2011,,,Week,4,5.25,572,09/12/2011 - 09/18/2011
Street Lights - All/Out,9/5/2011,,,Week,4,6.46,601,09/05/2011 - 09/11/2011
Street Lights - All/Out,8/29/2011,,,Week,4,5.51,566,08/29/2011 - 09/04/2011
Street Lights - All/Out,8/22/2011,,,Week,4,5.94,679,08/22/2011 - 08/28/2011
Street Lights - All/Out,8/15/2011,,,Week,4,6.47,752,08/15/2011 - 08/21/2011
Street Lights - All/Out,8/8/2011,,,Week,4,5.7,678,08/08/2011 - 08/14/2011
Street Lights - All/Out,8/1/2011,,,Week,4,4.82,820,08/01/2011 - 08/07/2011
Street Lights - All/Out,7/25/2011,,,Week,4,4.31,793,07/25/2011 - 07/31/2011
Street Lights - All/Out,7/18/2011,,,Week,4,4.27,570,07/18/2011 - 07/24/2011
Street Lights - All/Out,7/11/2011,,,Week,4,7.77,1014,07/11/2011 - 07/17/2011
Street Lights - All/Out,7/4/2011,,,Week,4,6.11,497,07/04/2011 - 07/10/2011
Street Lights - All/Out,6/27/2011,,,Week,4,4.66,523,06/27/2011 - 07/03/2011
Street Lights - All/Out,6/20/2011,,,Week,4,4.2,527,06/20/2011 - 06/26/2011
Street Lights - All/Out,6/13/2011,,,Week,4,3.66,521,06/13/2011 - 06/19/2011
Street Lights - All/Out,6/6/2011,,,Week,4,1.82,226,06/06/2011 - 06/12/2011
Street Lights On Days,1/25/2016,,,Week,7,70.15,41,01/25/2016 - 01/31/2016
Street Lights On Days,1/18/2016,,,Week,7,33.33,8,01/18/2016 - 01/24/2016
Street Lights On Days,1/11/2016,,,Week,7,60.4,34,01/11/2016 - 01/17/2016
Street Lights On Days,1/4/2016,,,Week,7,32.18,13,01/04/2016 - 01/10/2016
Street Lights On Days,12/28/2015,,,Week,7,4.1,2,12/28/2015 - 01/03/2016
Street Lights On Days,12/14/2015,,,Week,7,14.5,2,12/14/2015 - 12/20/2015
Street Lights On Days,12/7/2015,,,Week,7,17.58,4,12/07/2015 - 12/13/2015
Street Lights On Days,11/30/2015,,,Week,7,21.13,5,11/30/2015 - 12/06/2015
Street Lights On Days,11/23/2015,,,Week,7,29.11,35,11/23/2015 - 11/29/2015
Street Lights On Days,11/16/2015,,,Week,7,1,1,11/16/2015 - 11/22/2015
Street Lights On Days,11/9/2015,,,Week,7,96.55,61,11/09/2015 - 11/15/2015
Street Lights On Days,11/2/2015,,,Week,7,49.62,14,11/02/2015 - 11/08/2015
Street Lights On Days,10/26/2015,,,Week,7,12.04,6,10/26/2015 - 11/01/2015
Street Lights On Days,10/19/2015,,,Week,7,42.7,13,10/19/2015 - 10/25/2015
Street Lights On Days,10/12/2015,,,Week,7,6.11,6,10/12/2015 - 10/18/2015
Street Lights On Days,10/5/2015,,,Week,7,12.11,5,10/05/2015 - 10/11/2015
Street Lights On Days,9/28/2015,,,Week,7,6.14,17,09/28/2015 - 10/04/2015
Street Lights On Days,9/21/2015,,,Week,7,5.37,8,09/21/2015 - 09/27/2015
Street Lights On Days,9/14/2015,,,Week,7,9.79,4,09/14/2015 - 09/20/2015
Street Lights On Days,9/7/2015,,,Week,7,20.25,8,09/07/2015 - 09/13/2015
Street Lights On Days,8/31/2015,,,Week,7,1.22,7,08/31/2015 - 09/06/2015
Street Lights On Days,8/24/2015,,,Week,7,18.56,3,08/24/2015 - 08/30/2015
Street Lights On Days,8/17/2015,,,Week,7,24.12,20,08/17/2015 - 08/23/2015
Street Lights On Days,8/10/2015,,,Week,7,20.19,26,08/10/2015 - 08/16/2015
Street Lights On Days,8/3/2015,,,Week,7,5.42,6,08/03/2015 - 08/09/2015
Street Lights On Days,7/27/2015,,,Week,7,7.96,15,07/27/2015 - 08/02/2015
Street Lights On Days,7/20/2015,,,Week,7,3.57,4,07/20/2015 - 07/26/2015
Street Lights On Days,7/13/2015,,,Week,7,6.58,5,07/13/2015 - 07/19/2015
Street Lights On Days,7/6/2015,,,Week,7,19.79,22,07/06/2015 - 07/12/2015
Street Lights On Days,6/29/2015,,,Week,7,8.01,11,06/29/2015 - 07/05/2015
Street Lights On Days,6/22/2015,,,Week,7,2.17,8,06/22/2015 - 06/28/2015
Street Lights On Days,6/15/2015,,,Week,7,11.73,11,06/15/2015 - 06/21/2015
Street Lights On Days,6/8/2015,,,Week,7,8.51,10,06/08/2015 - 06/14/2015
Street Lights On Days,6/1/2015,,,Week,7,27.73,8,06/01/2015 - 06/07/2015
Street Lights On Days,5/25/2015,,,Week,7,6.31,8,05/25/2015 - 05/31/2015
Street Lights On Days,5/18/2015,,,Week,7,23.82,28,05/18/2015 - 05/24/2015
Street Lights On Days,5/11/2015,,,Week,7,11.4,10,05/11/2015 - 05/17/2015
Street Lights On Days,5/4/2015,,,Week,7,40.01,13,05/04/2015 - 05/10/2015
Street Lights On Days,4/27/2015,,,Week,7,22.16,26,04/27/2015 - 05/03/2015
Street Lights On Days,4/20/2015,,,Week,7,32.52,20,04/20/2015 - 04/26/2015
Street Lights On Days,4/13/2015,,,Week,7,43.98,7,04/13/2015 - 04/19/2015
Street Lights On Days,4/6/2015,,,Week,7,36.23,12,04/06/2015 - 04/12/2015
Street Lights On Days,3/30/2015,,,Week,7,6.62,10,03/30/2015 - 04/05/2015
Street Lights On Days,3/23/2015,,,Week,7,37.6,25,03/23/2015 - 03/29/2015
Street Lights On Days,3/16/2015,,,Week,7,4.04,3,03/16/2015 - 03/22/2015
Street Lights On Days,3/9/2015,,,Week,7,37.07,33,03/09/2015 - 03/15/2015
Street Lights On Days,3/2/2015,,,Week,7,5.22,13,03/02/2015 - 03/08/2015
Street Lights On Days,2/23/2015,,,Week,7,2.48,4,02/23/2015 - 03/01/2015
Street Lights On Days,2/16/2015,,,Week,7,6.94,10,02/16/2015 - 02/22/2015
Street Lights On Days,2/9/2015,,,Week,7,19.24,11,02/09/2015 - 02/15/2015
Street Lights On Days,2/2/2015,,,Week,7,8.9,3,02/02/2015 - 02/08/2015
Street Lights On Days,1/26/2015,,,Week,7,86.83,20,01/26/2015 - 02/01/2015
Street Lights On Days,1/19/2015,,,Week,7,89.18,33,01/19/2015 - 01/25/2015
Street Lights On Days,1/12/2015,,,Week,7,93.18,20,01/12/2015 - 01/18/2015
Street Lights On Days,1/5/2015,,,Week,7,28.51,9,01/05/2015 - 01/11/2015
Street Lights On Days,12/29/2014,,,Week,7,63.68,40,12/29/2014 - 01/04/2015
Street Lights On Days,12/22/2014,,,Week,7,10.15,2,12/22/2014 - 12/28/2014
Street Lights On Days,12/15/2014,,,Week,7,3.56,2,12/15/2014 - 12/21/2014
Street Lights On Days,12/8/2014,,,Week,7,50.51,14,12/08/2014 - 12/14/2014
Street Lights On Days,12/1/2014,,,Week,7,38.14,17,12/01/2014 - 12/07/2014
Street Lights On Days,11/24/2014,,,Week,7,54.04,11,11/24/2014 - 11/30/2014
Street Lights On Days,11/17/2014,,,Week,7,44.78,19,11/17/2014 - 11/23/2014
Street Lights On Days,11/10/2014,,,Week,7,88.25,11,11/10/2014 - 11/16/2014
Street Lights On Days,11/3/2014,,,Week,7,16.59,11,11/03/2014 - 11/09/2014
Street Lights On Days,10/27/2014,,,Week,7,19.45,4,10/27/2014 - 11/02/2014
Street Lights On Days,10/20/2014,,,Week,7,34.24,7,10/20/2014 - 10/26/2014
Street Lights On Days,10/13/2014,,,Week,7,14.53,16,10/13/2014 - 10/19/2014
Street Lights On Days,10/6/2014,,,Week,7,13.08,9,10/06/2014 - 10/12/2014
Street Lights On Days,9/29/2014,,,Week,7,21.97,6,09/29/2014 - 10/05/2014
Street Lights On Days,9/22/2014,,,Week,7,16.89,6,09/22/2014 - 09/28/2014
Street Lights On Days,9/15/2014,,,Week,7,25.3,23,09/15/2014 - 09/21/2014
Street Lights On Days,9/8/2014,,,Week,7,14.09,7,09/08/2014 - 09/14/2014
Street Lights On Days,9/1/2014,,,Week,7,32.68,2,09/01/2014 - 09/07/2014
Street Lights On Days,8/25/2014,,,Week,7,9.35,4,08/25/2014 - 08/31/2014
Street Lights On Days,8/18/2014,,,Week,7,31.78,24,08/18/2014 - 08/24/2014
Street Lights On Days,8/11/2014,,,Week,7,3.67,5,08/11/2014 - 08/17/2014
Street Lights On Days,8/4/2014,,,Week,7,13.1,10,08/04/2014 - 08/10/2014
Street Lights On Days,7/28/2014,,,Week,7,25.74,17,07/28/2014 - 08/03/2014
Street Lights On Days,7/21/2014,,,Week,7,23.23,61,07/21/2014 - 07/27/2014
Street Lights On Days,7/14/2014,,,Week,7,6.4,13,07/14/2014 - 07/20/2014
Street Lights On Days,7/7/2014,,,Week,7,9.72,5,07/07/2014 - 07/13/2014
Street Lights On Days,6/30/2014,,,Week,7,5.26,7,06/30/2014 - 07/06/2014
Street Lights On Days,6/23/2014,,,Week,7,10.7,5,06/23/2014 - 06/29/2014
Street Lights On Days,6/16/2014,,,Week,7,15.11,10,06/16/2014 - 06/22/2014
Street Lights On Days,6/9/2014,,,Week,7,36.32,6,06/09/2014 - 06/15/2014
Street Lights On Days,6/2/2014,,,Week,7,5.07,14,06/02/2014 - 06/08/2014
Street Lights On Days,5/26/2014,,,Week,7,36.7,27,05/26/2014 - 06/01/2014
Street Lights On Days,5/19/2014,,,Week,7,56.14,25,05/19/2014 - 05/25/2014
Street Lights On Days,5/12/2014,,,Week,7,14.99,23,05/12/2014 - 05/18/2014
Street Lights On Days,5/5/2014,,,Week,7,36.52,17,05/05/2014 - 05/11/2014
Street Lights On Days,4/28/2014,,,Week,7,12.34,9,04/28/2014 - 05/04/2014
Street Lights On Days,4/21/2014,,,Week,7,11.71,42,04/21/2014 - 04/27/2014
Street Lights On Days,4/14/2014,,,Week,7,14.4,12,04/14/2014 - 04/20/2014
Street Lights On Days,4/7/2014,,,Week,7,5.29,17,04/07/2014 - 04/13/2014
Street Lights On Days,3/31/2014,,,Week,7,21.44,22,03/31/2014 - 04/06/2014
Street Lights On Days,3/24/2014,,,Week,7,23.95,12,03/24/2014 - 03/30/2014
Street Lights On Days,3/17/2014,,,Week,7,24.54,31,03/17/2014 - 03/23/2014
Street Lights On Days,3/10/2014,,,Week,7,11.62,16,03/10/2014 - 03/16/2014
Street Lights On Days,3/3/2014,,,Week,7,35.26,8,03/03/2014 - 03/09/2014
Street Lights On Days,2/24/2014,,,Week,7,41.24,12,02/24/2014 - 03/02/2014
Street Lights On Days,2/17/2014,,,Week,7,25.15,8,02/17/2014 - 02/23/2014
